Address,Casting Processes,Casting Size (From),Casting Size (To),City,Country,Employees,Fax,Metals,Name,Phone,State,Value Added Processes,Website,Zip
20 Prestwick Dr,Diecasting,,,Glasgow,US,373,(270) 651-8498,Aluminum Silicon (300 Series),NEMAK KENTUCKY,(270) 651-8334,KY,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Rough Machining",http://www.nemak.com,42141
Libramiento Arco Vial Km 3.8,"Permanent Mold-Gravity/Tilt Pour,Permanent Mold-Low Pressure",,,Garcia,Mexico,,52 (81) 8748-5230,Aluminum Silicon (300 Series),NEMAK MONTERREY,52 (81) 8748-5200,Nuevo Leon,,http://www.nemak.com,66000
Blvd Industria de la Transformacion #3140 Parque Industrial Ramos Arizpe 2a Seccion,Air-Set/Nobake,,,Ramos Arizpe,Mexico,,,Other Aluminum,NEMAK SALTILLO,52 (844) 411 3100,Coahuila,,http://www.nemak.com,25900
1635 Old Columbia Rd,Permanent Mold-Gravity/Tilt Pour,,,Dickson,US,444,(615) 446-2460,Aluminum Silicon (300 Series),NEMAK TENNESSEE,(615) 446-8110,TN,"Heat Treat,Rough Machining",http://www.nemak.com,37055
4243 Gateway Dr,Diecasting,,,Sheboygan,US,686,(920) 458-5149,Aluminum Silicon (300 Series),NEMAK WISCONSIN - GATEWAY FACILITY,(920) 458-7724,WI,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Rough Machining",http://www.nemak.com,53081
3101 South Taylor Dr,Diecasting,,,Sheboygan,US,290,(920) 458-0140,Aluminum Silicon (300 Series),NEMAK WISCONSIN - TAYLOR FACILITY,(920) 458-7724,WI,"Assembly,Finish Machining,Heat Treat,Rough Machining",http://www.nemak.com,53082
1600 Al Highway 229 S,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",1,250,Tallassee,US,75,(334)283-7434,,NEPTUNE TECHNOLOGY GROUP INC,(334) 283-7277,AL,"Engineering and Design,Patternmaking",http://www.neptunetg.com,36078-1708
4101 Washington Ave,Air-Set/Nobake,1,80000,Newport News,US,140,,"Carbon Steel,Corrosion Resistant Steel,Low Alloy Steel,Other Copper-Base Alloys",NEWPORT NEWS SHIPBUILDING,(757) 380-2000,VA,,http://www.huntingtoningalls.com,23607
3750 4th St,,,,North Vernon,US,170,(812) 346-3687,Gray Iron,NORTH VERNON INDUSTRY CORP,(812) 346-8772,IN,,http://www.nvic-cwt.com,47265
38549 Webb Dr,"Air-Set/Nobake,Gas-Hardened/Coldbox",0,1500,Westland,US,36,(734) 729-2515,"Abrasion Resistant Iron,Austempered Ductile Iron,Carbon Steel,Compacted Graphite Iron,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Manganese Steel",NORTHFIELD MANUFACTURING,(734) 729-2890,MI,"Heat Treat,Painting,Patternmaking",http://www.northfieldfoundry.com,48185-1983
3417 S Big Bend Blvd,"Air-Set/Nobake,Green Sand-Horizontally Parted",0,100,St Louis,US,25,(314) 647-6463,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),High Copper Alloys,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Aluminum,Other Copper-Base Alloys,Red/Yellow Brass/Tin-Bronze",O'HARE FOUNDRY CORP,(314) 647-6460,MO,"Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.oharefoundry.com,63143
2135 15th St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted,Green Sand-Horizontally Parted",0,650,Rockford,US,49,(815) 229-7082,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series)",OLSON ALUMINUM CASTINGS,(815) 229-3292,IL,"Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Prototyping",http://www.olsonalum.com,61104-7310
5900 Firestone Blvd,"Air-Set/Nobake,Green Sand-Vertically Parted",,,South Gate,US,100,(562) 928-0547,"Abrasion Resistant Iron,Austempered Ductile Iron,Carbon Steel,Compacted Graphite Iron,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Malleable Iron,Other Cast Steel",PACIFIC ALLOY CASTING CO INC,(562) 928-1387,CA,"Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.pacificalloy.com,90650
1333 2nd St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Shell Mold",1,7000,Berkeley,US,550,(510) 524-4673,"Carbon Steel,Low Alloy Steel",PACIFIC STEEL CASTING CO,(510) 525-9200,CA,"Assembly,Engineering and Design,Heat Treat,Painting",http://www.pacificsteel.com,94710
22 Mount Dumplin Road,"Air-Set/Nobake,Green Sand-Vertically Parted,Green Sand-Horizontally Parted",0,1500,Palmer,US,73,(413) 283-2979,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Magnesium,Other Aluminum",PALMER FOUNDRY INC,(413) 283-2976,MA,"Engineering and Design,Finish Machining,Heat Treat,Rough Machining",http://www.palmerfoundry.com,01069
1101 Myers Parkway,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,300,Ashland,US,75,(419) 289-6658,"Ductile Iron,Gray Iron",PENTAIR LTD,(419) 289-1144,OH,"Engineering and Design,Painting,Patternmaking",http://www.femyers.com,44805
1871 Aspen Cir,"Diecasting,Permanent Mold-Gravity/Tilt Pour,Shell Mold",0,10,Pueblo,US,24,(719) 544-3106,"Aluminum Silicon (300 Series),Mn/Al-Si Bronze + Cu-Ni Alloys,Other Copper-Base Alloys,Red/Yellow Brass/Tin-Bronze,Zinc-Base",PERMA-CAST CO,(719) 544-9544,CO,"Assembly,Coating,Engineering and Design,Finish Machining,Rough Machining",http://www.permacastonline.com,81006
2729 Charles Page Blvd,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,750,Tulsa,US,50,(918) 581-8932,"Ductile Iron,Gray Iron",PICKERING METAL CASTING LLC,(918) 587-3327,OK,Patternmaking,http://www.lonestarfoundries.com,74127
821 S Downing St,"Air-Set/Nobake,Green Sand-Horizontally Parted,Permanent Mold-Low Pressure",,,Piqua,US,39,(937) 773-3694,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Zinc-Base",PIQUA EMERY FOUNDRY INC,(937) 773-4134,OH,Heat Treat,http://www.piquaemery.com,45356
523 W Harrison Street,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Squeeze/Semisolid",0.5,150,Plymouth,US,49,(574) 936-5705,"Austempered Ductile Iron,Ductile Iron,Gray Iron,Other Cast Irons",PLYMOUTH FOUNDRY INC,(574) 936-2106,IN,"Assembly,Coating,Finish Machining,Heat Treat,Painting,Prototyping,Rough Machining,Surface Treatments",http://www.plymouthfoundry.com,46563
1000 E Precision Dr,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted,Permanent Mold-Gravity/Tilt Pour",1,200,Somonauk,US,80,(815) 797-1034,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series)",PRECISION ENTERPRISES INC,(815) 797-1000,IL,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Prototyping,Surface Treatments",http://www.precision-enterprises.com,60552
2427 N Ritter Ave,"Investment Casting,Shell Mold",1,20,Indianapolis,US,100,(317) 542-1176,"Corrosion Resistant Steel,Mn/Al-Si Bronze + Cu-Ni Alloys",PRECISION PROPELLER INDUSTRIES INC,(317) 545-9080,IN,"Engineering and Design,Finish Machining,Patternmaking,Rough Machining",http://www.turbo-props.com,46218
3633 S Memorial Drive,"Permanent Mold-Gravity/Tilt Pour,Permanent Mold-Low Pressure",1,140,Racine,US,160,(262) 554-2454,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Aluminum Silicon (400 Series)",PREMIER ALUMINUM LLC - DIV OF LIGON INDUSTRIES LLC,(262) 554-2100,WI,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.premieraluminum.com,53403
64 Rexmont Rd,"Air-Set/Nobake,Gas-Hardened/Coldbox",2,14500,Cornwall,US,50,(717) 272-0190,"Carbon Steel,Corrosion Resistant Steel,Heat Resistant Steel,Low Alloy Steel,Nickel-Base,Other Cast Steel,Other Copper-Base Alloys",PRL INDUSTRIES INC,(717) 273-6787,PA,"Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.prlinc.com,17016
4696 Ironton St,"Air-Set/Nobake,Investment Casting,Plaster Mold",0,150,Denver,US,36,(303) 574-0902,"Aluminum Silicon (300 Series),Corrosion Resistant Steel,Ductile Iron,Gray Iron,Magnesium,Red/Yellow Brass/Tin-Bronze,Zinc-Base",PROTOTYPE CASTING INC,(303) 574-0060,CO,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.protcast.com,80239-1485
1200 N Main St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",10,650,Orrville,US,360,(330) 683-3153,"Austempered Ductile Iron,Compacted Graphite Iron,Ductile Iron,Gray Iron",QUALITY CASTINGS CO,(330) 682-6010,OH,"Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.qcfoundry.com,44667
Km 2.5 Carretera a Moyotzingo,Green Sand-Vertically Parted,0,25,San Martin Texmelucan,Mexico,250,52 (24) 8482-8214,Gray Iron,RASSINI FRENOS SA DE CV,52 (24) 8482-8200,Puebla,"Assembly,Engineering and Design,Finish Machining,Painting,Patternmaking,Rough Machining",http://www.sanluisrassini.com,74179
307 N 9th Ave,"Air-Set/Nobake,Gas-Hardened/Coldbox",3,7000,Lebanon,US,12,(717) 270-2868,"Carbon Steel,Corrosion Resistant Steel,Heat Resistant Steel,High Copper Alloys,Low Alloy Steel,Nickel-Base,Other Cast Steel",REGAL CAST INC,(717) 270-1888,PA,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Rough Machining,Surface Treatments",http://www.prlinc.com,17046
1401 Perkins Ave,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Lost Foam (EPC/Full Mold),Shell Mold",5,150,Waukesha,US,160,(262) 548-1672,"Austempered Ductile Iron,Ductile Iron,Heat Resistant Iron,Other Cast Irons",RENAISSANCE MANUFACTURING GROUP - WAUKESHA LLC,(262) 548-1600,WI,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://ren-mfg.com/,53187
N114 W19250 Clinton Dr,Diecasting,0,8,Germantown,US,40,(262) 251-0544,"Aluminum Silicon (300 Series),Red/Yellow Brass/Tin-Bronze",RHEOCAST CO,(262) 251-4942,WI,"Assembly,Engineering and Design,Finish Machining,Painting,Patternmaking,Rough Machining",http://www.rheocast.com,53022
1775 Rich Rd,Green Sand-Horizontally Parted,1,75,Richmond,US,36,(765) 935-2168,"Austempered Ductile Iron,Ductile Iron,Gray Iron",RICHMOND CASTING CO INC,(765) 935-4090,IN,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.richmondcasting.com,47374
616 Indiana Ave,"Gas-Hardened/Coldbox,Green Sand-Vertically Parted,Green Sand-Horizontally Parted",0.75,40,Rochester,US,350,(574) 223-2326,"Ductile Iron,Gray Iron",ROCHESTER METAL PRODUCTS CORP,(574) 223-3164,IN,"Coating,Heat Treat,Painting,Prototyping",http://www.rochestermetals.com,46975
1 Rock Island Arsenal TARA-HM,"Air-Set/Nobake,Centrifugal Casting,Gas-Hardened/Coldbox",0,5000,Rock Island,US,75,(309) 782-0318,"Abrasion Resistant Iron,Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Carbon Steel,Compacted Graphite Iron,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Manganese Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Cast Steel,Red/Yellow Brass/Tin-Bronze,Titanium",ROCK ISLAND ARSENAL,(309) 782-7676,IL,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://ria-jmtc.ria.army.mil,61299
212 Mill St,"Air-Set/Nobake,Green Sand-Horizontally Parted",0,150,Rockford,US,12,(815) 965-0455,Other Aluminum,ROCKFORD FOUNDRIES INC,(815) 965-7243,IL,"Heat Treat,Patternmaking",http://www.rockfordfoundries.com,61101
PO Box 1008,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,100,Kaukauna,US,31,(920) 766-3896,Gray Iron,ROLOFF MFG CORP,(920) 766-3501,WI,"Heat Treat,Painting,Patternmaking,Prototyping",http://www.roloffmfg.com,54130-6008
1251 Judd SW,Green Sand-Horizontally Parted,,,Wyoming,US,,(616) 530-8953,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),High Copper Alloys,Red/Yellow Brass/Tin-Bronze",ROMAN MANUFACTURING / QUALITY BRASS,(616) 530-8641,MI,,http://www.romanmfg.com,49509
240 MacKinlay Kantor Dr,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted,Lost Foam (EPC/Full Mold)",0.25,250,Webster City,US,40,(515) 832-3118,"Austempered Ductile Iron,Ductile Iron,Gray Iron,Other Cast Irons",SENECA FOUNDRY INC,(515) 832-1722,IA,"Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.senecafoundry.com,50595
1450 Commerce Parkway,"Permanent Mold-Low Pressure,Squeeze/Semisolid",4,100,Franklin,US,143,,Aluminum Silicon (300 Series),SHIPSTON ALUMINUM TECHNOLOGIES (INDIANA) INC,(317) 738-0282,IN,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Prototyping,Rough Machining",http://www.shipstonaluminumtech.com,46131
14638 Apple Drive,Permanent Mold-Low Pressure,4,100,Fruitport,US,288,,Aluminum Silicon (300 Series),SHIPSTON ALUMINUM TECHNOLOGIES (MICHIGAN) INC,(616) 842-3500,MI,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Prototyping,Rough Machining",http://www.shipstonaluminumtech.com,49415
2719 Business Hwy 33,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,20,Augusta,US,149,(870) 347-2129,Red/Yellow Brass/Tin-Bronze,SLOAN VALVE CO,(870) 347-2501,AR,"Finish Machining,Patternmaking,Rough Machining",http://www.sloanvalve.com,72006
7 Palmer St,"Air-Set/Nobake,Green Sand-Horizontally Parted,Permanent Mold-Gravity/Tilt Pour",1,25,Gowanda,US,16,(716) 532-2441,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),High Copper Alloys,Magnesium,Red/Yellow Brass/Tin-Bronze,Zinc-Base",SMG-HARSON LLC,(716) 532-2641,NY,"Assembly,Finish Machining,Rough Machining",http://www.t-smg.com,14070
1855 E 28th St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted",0.5,275,Minneapolis,US,70,(612) 729-2519,"Austempered Ductile Iron,Ductile Iron,Gray Iron",SMITH FOUNDRY CO,(612) 729-9395,MN,"Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.smithfoundry.com,55407
115 Carnahan Dr Ste 2,"Air-Set/Nobake,Centrifugal Casting,Green Sand-Vertically Parted,Green Sand-Horizontally Parted,Investment Casting",1,15000,Maumelle,US,30,(501) 851-7071,"Austempered Ductile Iron,Carbon Steel,Ductile Iron,Gray Iron,Low Alloy Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Cast Steel,Red/Yellow Brass/Tin-Bronze",SOUTHLAND METALS INC,(501) 851-1700,AR,"Coating,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.smetals.com,72113
600 Foundry Drive,"Air-Set/Nobake,Gas-Hardened/Coldbox",10,5000,Longview,US,250,(903) 759-3224,"Carbon Steel,Corrosion Resistant Steel,Heat Resistant Steel,Low Alloy Steel,Other Cast Steel",SOUTHWEST STEEL CASTING CO,(903) 759-3946,TX,"Assembly,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.swscc.com,75604
211 Mill St,"Air-Set/Nobake,Green Sand-Horizontally Parted,Squeeze/Semisolid",1,250,Springport,US,30,(517) 857-3688,"Austempered Ductile Iron,Ductile Iron,Gray Iron,Heat Resistant Iron",SPECIALTY CASTINGS LLC,(888) 812-9543,MI,"Finish Machining,Heat Treat,Painting,Rough Machining",http://www.specialtycastings.com,49284
Hall and Main Streets,"Air-Set/Nobake,Green Sand-Horizontally Parted",100,1500,Spring City,US,115,(610) 948-5577,"Aluminum Silicon (300 Series),Ductile Iron,Gray Iron",SPRING CITY ELECTRICAL MFG CO,(610) 948-4000,PA,"Assembly,Engineering and Design,Finish Machining,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.springcity.com,19475
111 E Pacific St,"Gas-Hardened/Coldbox,Permanent Mold-Gravity/Tilt Pour",2,250,Kingsville,US,400,(816) 597-3485,Aluminum Silicon (300 Series),STAHL SPECIALTY CO - DIV OF LIGON INDUSTRIES LLC,(816) 806-5643,MO,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.stahlspecialty.com,64061-2510
1301 Stahl Dr Warrensburg Plant,"Gas-Hardened/Coldbox,Permanent Mold-Gravity/Tilt Pour",2,250,Warrensburg,US,475,(660) 747-2198,Aluminum Silicon (300 Series),STAHL SPECIALTY CO - DIV OF LIGON INDUSTRIES LLC,(660) 747-5618,MO,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Rough Machining,Surface Treatments",,64093
201 W Lakeshore,"Air-Set/Nobake,Gas-Hardened/Coldbox,Investment Casting",5,10000,Port Arthur,US,,(409) 983-7837,"Abrasion Resistant Iron,Aluminum Silicon (300 Series),Aluminum Silicon (400 Series),Austempered Ductile Iron,Carbon Steel,Cobalt-Base,Corrosion Resistant Iron,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Manganese Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Nickel-Base,Red/Yellow Brass/Tin-Bronze",STANDARD ALLOYS & MFG,(800) 231-8240,TX,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Rough Machining",http://www.standardalloys.com,77640
1211 South Powell Rd,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,200,Independence,US,12,(816) 796-5776,Aluminum Silicon (300 Series),SUPERIOR ALUMINUM CASTINGS INC,(816) 796-5775,MO,"Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining",http://www.supalum.com,64057-2725
8511 Florida Mining Blvd,"Air-Set/Nobake,Green Sand-Horizontally Parted,Permanent Mold-Gravity/Tilt Pour",0.25,300,Tampa,US,30,(813) 882-3271,"Aluminum Copper (200 Series),Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),High Copper Alloys,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Aluminum,Red/Yellow Brass/Tin-Bronze",TAMPA BRASS & ALUMINUM CORP,(813) 885-6064,FL,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining",http://www.tampabrass.com,33634-1221
100 Henry Grace Fwy,Green Sand-Horizontally Parted,,,Wichita Falls,US,30,(940) 767-3940,Gray Iron,TAYLOR FOUNDRY CO - MEADOR PRODUCTS INC,(940) 767-8541,TX,"Assembly,Finish Machining,Painting,Patternmaking,Rough Machining",http://www.taylorfoundry.com,76307
60 Courtice Court,Permanent Mold-Low Pressure,,,Courtice,Canada,,(905) 434-7939,Other Aluminum,THE AWC COMPANY,(905) 434-6703,Ontario,,http://www.awcco.com,L1E 2T3
510 S 7th St,"Air-Set/Nobake,Gas-Hardened/Coldbox",0,70,Tonkawa,US,45,(580) 628-2236,"Abrasion Resistant Iron,Carbon Steel,Corrosion Resistant Iron,Gray Iron,Manganese Steel",TONKAWA FOUNDRY INC,(580) 628-2575,OK,"Heat Treat,Patternmaking",http://www.tonkawafoundry.com,74653-5005
3131 Commerce St,"Gas-Hardened/Coldbox,Green Sand-Vertically Parted",1,400,La Crosse,US,99,(608) 781-2333,"Abrasion Resistant Iron,Austempered Ductile Iron,Ductile Iron,Gray Iron",TORRANCE CASTING INC,(608) 781-0600,WI,"Painting,Patternmaking",http://www.torrancecasting.com,54603
10551 SE 110th Street Road,Air-Set/Nobake,100,30000,Candler,US,70,(352) 687-1862,Nickel-Base,TOWNLEY FOUNDRY & MACHINE COMPANY INC,(352) 687-3001,FL,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.townley.net,32111
7888 Route 98,"Permanent Mold-Gravity/Tilt Pour,V-Process Sand",0,80,Arcade,US,55,(585) 492-0169,Aluminum Silicon (300 Series),TPI ARCADE - DIV OF LIGON INDUSTRIES LLC,(585) 492-0122,NY,"Engineering and Design,Heat Treat",http://www.tpicast.com,14009
260 Central Castings Dr,Green Sand-Vertically Parted,0,50,Anniston,US,170,(256) 238-0387,Ductile Iron,TYCO FIRE PROTECTION PRODUCTS,(256) 238-0579,AL,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Rough Machining",http://www.tyco-fire.com,36206
8351 NW 93rd St,"Air-Set/Nobake,Green Sand-Horizontally Parted",5,4000,Medley,US,150,(305) 884-3253,"Ductile Iron,Gray Iron",U S FOUNDRY & MFG CO,(305) 885-0301,FL,"Engineering and Design,Patternmaking",http://www.usfoundry.com,33166
2023 Saint Louis Ave,Centrifugal Casting,,,Bessemer,US,,,Ductile Iron,U S PIPE & FOUNDRY CO - BESSEMER,(205) 263-8540,AL,,http://www.uspipe.com,35020
2601 9th Ave,Diecasting,,,Council Bluffs,US,250,(712) 325-5118,,U S PIPE & FOUNDRY CO - GRIFFIN PIPE PRODUCTS CO - COUNCIL BLUFFS,(712) 325-5100,IA,,http://www.griffinpipe.com,51501-5900
10 Adam St,Centrifugal Casting,,,Lynchburg,US,250,(434) 522-4739,Ductile Iron,U S PIPE & FOUNDRY CO - GRIFFIN PIPE PRODUCTS CO - LYNCHBURG,(434) 845-8021,VA,,http://www.griffinpipe.com,24504-1446
2101 18th Ave N,Centrifugal Casting,,,Bessemer,US,,,Ductile Iron,U S PIPE & FOUNDRY CO - MINI MILL,(205) 263-8540,AL,,http://www.uspipe.com,35020-3231
1295 Whipple Rd,Centrifugal Casting,,,Union City,US,,,Ductile Iron,U S PIPE & FOUNDRY CO - UNION CITY,(510) 471-4711,CA,,http://www.uspipe.com,94587
944 W 12th St,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,40,Erie,US,30,(814) 455-5199,"Mn/Al-Si Bronze + Cu-Ni Alloys,Other Copper-Base Alloys,Red/Yellow Brass/Tin-Bronze",UNITED BRASS WORKS INC - KEYSTONE FOUNDRY DIV,(814) 456-4296,PA,"Assembly,Engineering and Design,Finish Machining,Rough Machining",http://www.ubw.com,16501
714 S Main St,"Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0,25,Randleman,US,30,(336) 498-4267,"High Copper Alloys,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Copper-Base Alloys,Red/Yellow Brass/Tin-Bronze",UNITED BRASS WORKS INC - KEYSTONE FOUNDRY DIV,(336) 498-2661,NC,"Assembly,Engineering and Design,Finish Machining,Patternmaking,Rough Machining",http://www.ubw.com,27317-0658
1523 W Hubbard St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0.5,500,Chicago,US,,(312) 421-0538,"Abrasion Resistant Iron,Corrosion Resistant Steel,Heat Resistant Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Nickel-Base,Other Cast Steel,Red/Yellow Brass/Tin-Bronze,Superalloys",UNIVERSAL ELECTRIC FOUNDRY INC,(312) 421-7233,IL,Patternmaking,http://www.universalfoundry.com,60642-6337
1501 Cherry St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Vertically Parted",1,45,Erie,US,120,(814) 454-1397,"Austempered Ductile Iron,Ductile Iron",URICK DUCTILE SOLUTIONS,(814) 454-2461,PA,"Assembly,Coating,Finish Machining,Heat Treat,Painting,Patternmaking,Surface Treatments",http://www.urick.net,16502
1200 Cutting Edge Dr,"Air-Set/Nobake,Investment Casting",,,Chesterton,US,349,(219) 462-3879,"Corrosion Resistant Steel,Mn/Al-Si Bronze + Cu-Ni Alloys,Red/Yellow Brass/Tin-Bronze",URSCHEL LAB INC,(219) 464-4811,IN,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Patternmaking,Rough Machining",http://www.urschel.com,46304
4901 Kesslersville Road,"Air-Set/Nobake,Continuous,Shell Mold",2,,Easton,US,,,Ductile Iron,VICTAULIC CO,(616) 916-5855,PA,"Assembly,Coating,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Prototyping,Rough Machining,Surface Treatments",http://www.victaulic.com,18040
8023 Quarry Road,,,,Alburtis,US,,(610) 923-3240,Ductile Iron,VICTAULIC COMPANY - ALBURTIS,(610) 966-3966,PA,,http://www.victaulic.com,18011-9532
123 Newkirk Rd,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",0.1,3000,Richmond Hill,Canada,80,(905) 884-2669,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Ductile Iron,High Copper Alloys,Mn/Al-Si Bronze + Cu-Ni Alloys,Other Aluminum,Other Copper-Base Alloys,Red/Yellow Brass/Tin-Bronze",VICTAULIC COMPANY - TORONTO,(905) 884-9091,Ontario,"Coating,Finish Machining,Heat Treat,Patternmaking,Rough Machining",http://www.victaulic.com,L4C 3G5
Parque Industrial Chihuahua Sur Avenida Aerospacial 12601,,0,1500,Chihuahua,Mexico,,,Ductile Iron,VICTAULIC DE MEXICO S DE RL DE CV,,Chihuahua,,http://www.victaulic.com,31385
406 State St,"Air-Set/Nobake,Gas-Hardened/Coldbox,Green Sand-Horizontally Parted",1,1000,Cedar Falls,US,110,(803) 216-7715,"Abrasion Resistant Iron,Carbon Steel,Corrosion Resistant Steel,Ductile Iron,Gray Iron,Heat Resistant Iron,Heat Resistant Steel,Low Alloy Steel,Nickel-Base",VIKING PUMP,(319) 273-8191,IA,"Heat Treat,Painting,Patternmaking",http://www.vikingfoundry.com,50613
1022 Elm St,,,,Rocky Hill,US,,(860) 571-3698,,VIRGINIA INDUSTRIES,(860) 571-3635,CT,,,06067
690 E Kenwood Ave,"Air-Set/Nobake,Green Sand-Vertically Parted",0.5,7500,Decatur,US,145,(217) 876-9258,"Ductile Iron,Manganese Steel",VOESTALPINE NORTRAK INC,(217) 876-9160,IL,Patternmaking,http://www.nortrak.com,62526
642 Growth Ave,"Air-Set/Nobake,Green Sand-Horizontally Parted,Permanent Mold-Gravity/Tilt Pour",0,110,Fort Wayne,US,250,(260) 420-1919,"Aluminum Magnesium (500 Series),Aluminum Silicon (300 Series),Aluminum Silicon (400 Series),Other Aluminum",WARD CORP,(260) 426-8700,IN,"Assembly,Engineering and Design,Finish Machining,Heat Treat,Painting,Patternmaking,Rough Machining,Surface Treatments",http://www.wardcorp.com,46808
